library_book_id,library_id,book_id,qty
1500,9,34221,40
1501,4,43723,16
1502,6,28028,7
1503,6,1202,60
1504,2,31692,53
1505,2,1053,80
1506,10,31880,24
1507,2,6438,8
1508,1,7023,63
1509,9,30358,75
1510,7,14088,41
1511,8,12095,69
1512,6,26101,78
1513,9,14948,54
1514,1,17607,29
1515,5,15425,24
1516,5,18525,47
1517,8,34504,91
1518,10,19361,65
1519,6,8971,35
1520,8,9723,1
1521,5,13934,47
1522,2,5187,52
1523,10,11873,66
1524,8,14367,43
1525,9,3985,38
1526,8,38746,94
1527,9,43877,57
1528,1,40790,88
1529,3,39763,16
1530,2,11995,49
1531,3,2978,81
1532,3,19681,80
1533,3,37073,66
1534,3,33247,98
1535,1,39872,48
1536,1,34343,68
1537,4,669,47
1538,1,14865,94
1539,2,33817,44
1540,7,13593,84
1541,9,29999,48
1542,4,19462,29
1543,8,27295,99
1544,9,30162,44
1545,7,31488,9
1546,10,38551,7
1547,10,27783,5
1548,6,38539,69
1549,1,2718,55
1550,7,17878,94
1551,9,45159,87
1552,7,18772,62
1553,3,18596,26
1554,8,10895,37
1555,8,5419,58
1556,9,6902,97
1557,3,5073,4
1558,8,24403,43
1559,8,13424,98
1560,3,3051,26
1561,8,17188,39
1562,2,6671,40
1563,5,2538,81
1564,7,20183,54
1565,1,8060,98
1566,4,28532,42
1567,8,40260,69
1568,4,288,68
1569,9,25565,32
1570,6,14680,19
1571,3,23758,24
1572,5,17548,18
1573,1,7006,24
1574,3,4803,71
1575,8,16401,60
1576,8,22028,84
1577,2,27451,52
1578,8,14336,70
1579,7,8716,46
1580,8,2166,79
1581,6,8359,65
1582,4,13571,31
1583,3,42808,73
1584,9,18929,85
1585,6,5587,62
1586,8,23576,43
1587,5,1499,31
1588,9,18427,22
1589,7,24835,93
1590,4,15348,26
1591,9,16895,68
1592,6,18215,35
1593,5,30590,6
1594,3,42377,16
1595,6,11785,1
1596,7,16954,21
1597,3,23233,78
1598,4,38315,19
1599,9,41330,82
1600,4,13765,6
1601,8,22616,9
1602,6,19412,32
1603,3,21753,38
1604,7,15592,91
1605,6,35046,19
1606,8,44567,44
1607,1,38775,80
1608,3,3776,41
1609,1,28859,22
1610,8,4955,73
1611,9,29946,83
1612,7,23920,30
1613,7,15501,77
1614,10,22325,97
1615,5,32213,12
1616,10,25463,89
1617,1,21032,65
1618,3,16893,41
1619,5,16320,84
1620,7,2338,27
1621,7,16379,55
1622,6,15708,79
1623,5,20833,42
1624,9,6919,84
1625,5,26448,2
1626,2,42435,66
1627,10,1877,75
1628,8,23774,10
1629,5,29624,88
1630,4,27804,18
1631,7,16793,78
1632,2,31434,26
1633,6,28570,57
1634,2,25618,88
1635,9,3875,41
1636,3,13444,3
1637,4,39304,100
1638,9,30673,46
1639,5,40155,71
1640,10,22470,8
1641,9,30734,66
1642,6,42382,31
1643,2,4945,72
1644,3,13276,94
1645,4,9754,45
1646,2,13521,55
1647,4,40174,70
1648,8,12648,58
1649,2,8809,10
1650,8,29900,16
1651,8,4075,97
1652,6,12582,54
1653,7,8337,92
1654,8,28634,24
1655,9,26571,79
1656,8,5137,20
1657,1,19476,100
1658,10,23219,97
1659,2,3419,65
1660,8,38198,84
1661,7,31299,19
1662,2,1934,59
1663,3,16891,13
1664,5,12993,87
1665,6,22576,86
1666,6,37560,89
1667,1,15867,52
1668,9,39360,69
1669,5,45292,61
1670,4,29776,75
1671,7,19672,34
1672,1,5338,31
1673,8,35886,19
1674,8,1800,2
1675,6,25707,60
1676,3,17263,55
1677,4,31267,62
1678,1,570,4
1679,6,11468,35
1680,7,840,34
1681,5,31306,74
1682,10,10431,53
1683,10,570,60
1684,7,38739,39
1685,8,13996,20
1686,2,823,97
1687,1,43416,11
1688,8,31341,90
1689,10,17646,97
1690,1,33566,3
1691,1,17208,18
1692,10,43963,34
1693,10,36489,41
1694,2,29044,89
1695,2,42040,8
1696,1,40005,54
1697,1,2923,58
1698,1,21629,100
1699,6,36159,95
1700,4,11449,34
1701,2,21188,92
1702,10,25810,70
1703,1,20671,91
1704,7,22763,91
1705,1,2731,17
1706,6,30713,5
1707,4,54,3
1708,4,41226,22
1709,5,7503,43
1710,2,14895,49
1711,1,11033,100
1712,8,37072,99
1713,7,34298,77
1714,4,4830,86
1715,8,44185,25
1716,1,18545,64
1717,4,32779,29
1718,5,31185,37
1719,3,44323,6
1720,4,8500,57
1721,2,31107,70
1722,3,16982,47
1723,5,17702,87
1724,9,5863,39
1725,10,31244,31
1726,9,9124,74
1727,1,3750,51
1728,9,20179,100
1729,4,9646,54
1730,7,8296,76
1731,7,20517,69
1732,7,35886,14
1733,5,11106,2
1734,8,22354,18
1735,8,10686,80
1736,10,13829,54
1737,1,35415,95
1738,10,28810,68
1739,9,23946,66
1740,6,40609,94
1741,1,11668,57
1742,10,19156,9
1743,9,43979,49
1744,3,41089,5
1745,3,29906,19
1746,7,31414,51
1747,1,22443,36
1748,3,2743,49
1749,7,44628,77
1750,10,30214,80
1751,1,42863,75
1752,1,41713,43
1753,2,31098,50
1754,1,15783,58
1755,8,38905,62
1756,7,3776,23
1757,2,23010,73
1758,3,27813,30
1759,5,4144,39
1760,5,9755,22
1761,6,23036,66
1762,9,25153,73
1763,3,24244,80
1764,2,11298,46
1765,8,9490,79
1766,4,24965,91
1767,1,9464,3
1768,10,12505,5
1769,8,16188,54
1770,10,39093,47
1771,3,26330,82
1772,4,5898,53
1773,1,18860,22
1774,8,42060,76
1775,3,9712,76
1776,8,10238,21
1777,9,22875,59
1778,1,3469,78
1779,4,18526,77
1780,5,2536,77
1781,7,17971,33
1782,3,27005,75
1783,2,10929,19
1784,7,27539,66
1785,9,37301,80
1786,5,27943,60
1787,7,28948,62
1788,7,1362,9
1789,6,33195,3
1790,3,27126,10
1791,1,12528,35
1792,3,11824,62
1793,8,32353,2
1794,4,25363,26
1795,8,28074,61
1796,3,22912,80
1797,10,2183,40
1798,4,28420,9
1799,4,24660,46
1800,3,10629,32
1801,3,12048,100
1802,9,43814,35
1803,8,13161,9
1804,8,1226,69
1805,5,29990,61
1806,2,20233,66
1807,4,24583,65
1808,10,27309,95
1809,6,4653,55
1810,8,20891,47
1811,4,40582,78
1812,6,32331,48
1813,10,28185,51
1814,3,23919,51
1815,2,830,2
1816,8,17279,24
1817,1,29031,51
1818,1,23235,21
1819,4,1646,60
1820,6,31087,82
1821,5,17116,4
1822,7,37297,88
1823,10,18334,20
1824,3,43455,14
1825,6,26690,42
1826,5,28173,39
1827,6,43738,1
1828,7,22365,37
1829,1,33993,31
1830,9,2967,81
1831,4,28836,90
1832,4,14092,3
1833,8,22201,46
1834,6,21430,54
1835,2,2880,23
1836,1,45500,40
1837,6,1342,48
1838,4,43339,87
1839,4,17189,75
1840,4,4894,26
1841,9,7806,93
1842,9,14300,2
1843,6,7841,39
1844,8,23689,54
1845,7,43910,75
1846,6,8627,69
1847,7,7361,79
1848,2,32773,71
1849,5,27252,6
1850,8,39543,38
1851,9,6058,66
1852,9,36128,49
1853,10,5738,49
1854,2,23080,46
1855,10,26214,58
1856,5,9840,78
1857,6,26768,78
1858,9,22649,89
1859,3,43996,52
1860,2,12969,44
1861,8,23239,30
1862,8,43219,90
1863,7,4326,61
1864,2,30992,34
1865,6,18799,5
1866,7,5509,62
1867,5,13727,93
1868,2,34154,91
1869,1,6628,87
1870,7,7482,90
1871,4,29639,32
1872,4,36775,87
1873,4,23404,44
1874,8,28724,96
1875,2,12352,17
1876,6,667,66
1877,4,165,80
1878,2,14485,61
1879,5,32814,98
1880,2,35421,36
1881,7,7717,82
1882,7,11263,31
1883,5,45114,68
1884,1,22463,50
1885,4,16951,54
1886,4,11095,91
1887,3,39180,36
1888,6,35927,20
1889,5,9526,46
1890,7,40664,35
1891,6,14367,44
1892,7,25852,2
1893,1,11176,50
1894,7,39392,35
1895,8,1515,82
1896,10,33008,91
1897,2,20423,79
1898,9,22807,5
1899,2,3145,56
1900,9,2353,75
1901,4,14741,72
1902,8,415,68
1903,2,11995,5
1904,4,27577,87
1905,7,5205,50
1906,10,34227,67
1907,8,7264,96
1908,2,25,17
1909,1,34899,11
1910,8,5354,20
1911,1,44233,34
1912,7,29920,100
1913,6,36321,24
1914,2,42380,8
1915,6,8559,28
1916,9,39905,43
1917,8,15101,100
1918,7,19677,35
1919,8,21803,10
1920,4,40388,15
1921,6,28876,79
1922,7,17461,43
1923,2,25848,59
1924,8,44634,80
1925,9,9595,17
1926,4,40329,34
1927,7,22461,63
1928,3,28868,39
1929,2,20800,53
1930,8,37477,98
1931,8,17582,17
1932,9,30868,21
1933,6,23721,16
1934,1,23847,75
1935,6,14461,17
1936,6,3545,69
1937,7,39933,21
1938,10,13577,85
1939,6,9620,35
1940,4,6425,44
1941,5,26439,44
1942,8,34460,53
1943,6,30868,48
1944,6,39801,9
1945,9,45382,42
1946,2,34179,60
1947,9,13130,59
1948,5,21611,69
1949,6,45159,79
1950,7,12923,74
1951,6,3113,66
1952,3,39357,57
1953,4,35848,100
1954,4,41376,39
1955,10,43045,8
1956,5,2058,88
1957,5,30189,60
1958,2,3826,70
1959,9,17863,32
1960,9,5696,61
1961,9,2688,77
1962,2,4637,55
1963,8,41103,87
1964,3,12083,55
1965,6,43370,77
1966,4,5452,53
1967,3,43545,83
1968,2,8,37
1969,5,45114,22
1970,6,1504,21
1971,4,39541,14
1972,9,16427,20
1973,7,39506,98
1974,5,667,73
1975,1,30933,76
1976,6,37072,90
1977,5,13149,67
1978,10,14263,2
1979,7,19801,91
1980,7,22547,78
1981,8,19390,67
1982,9,17320,56
1983,5,6057,9
1984,1,11701,96
1985,9,6342,94
1986,1,11995,47
1987,1,10220,35
1988,10,12047,36
1989,5,32498,54
1990,8,7841,18
1991,3,30861,42
1992,3,29965,54
1993,3,19396,93
1994,5,33546,24
1995,8,38707,56
1996,8,14284,60
1997,6,43352,60
1998,4,23979,77
1999,1,31299,11
2000,3,11604,18
2001,2,22242,1
2002,1,34069,3
2003,3,5816,67
2004,1,28877,9
2005,4,19712,83
2006,8,18328,68
2007,5,15622,56
2008,6,132,88
2009,2,30284,73
2010,2,40485,23
2011,6,31153,78
2012,9,24179,29
2013,2,1523,35
2014,5,16528,84
2015,7,25444,62
2016,7,57,82
2017,8,15225,80
2018,6,21370,58
2019,5,11168,81
2020,7,33477,43
2021,9,31113,80
2022,3,5179,18
2023,10,16085,9
2024,3,43459,4
2025,8,36255,44
2026,8,39771,19
2027,2,27500,93
2028,5,3003,38
2029,2,22443,43
2030,4,5327,49
2031,8,7101,85
2032,10,406,52
2033,9,43058,3
2034,4,3858,2
2035,6,43461,81
2036,4,28872,27
2037,6,34385,9
2038,9,30194,55
2039,1,12944,32
2040,8,13724,25
2041,9,14567,37
2042,7,32165,12
2043,7,40054,79
2044,9,8804,62
2045,10,28660,80
2046,1,10579,57
2047,4,19386,88
2048,10,7580,33
2049,9,19496,46
2050,4,23763,67
2051,10,22426,87
2052,1,19508,5
2053,2,12381,90
2054,4,85,71
2055,9,8499,57
2056,9,1519,69
2057,5,33363,65
2058,2,29324,82
2059,1,42434,91
2060,3,31822,98
2061,2,37435,11
2062,8,7613,40
2063,8,25772,59
2064,2,7260,52
2065,10,28764,89
2066,1,25800,41
2067,6,10505,88
2068,8,30263,46
2069,9,44439,24
2070,3,36925,19
2071,3,32828,57
2072,10,8541,84
2073,4,14263,3
2074,7,45092,74
2075,1,27883,100
2076,9,10917,61
2077,4,37824,12
2078,9,10629,12
2079,3,35165,92
2080,7,6969,93
2081,1,5855,86
2082,3,22205,95
2083,4,12302,73
2084,10,33194,95
2085,6,39941,38
2086,9,11003,39
2087,7,39535,43
2088,3,39359,51
2089,4,17233,92
2090,4,40551,19
2091,8,8750,99
2092,8,7850,56
2093,8,6288,78
2094,6,28836,74
2095,8,32946,62
2096,1,15472,47
2097,6,24096,80
2098,4,35106,34
2099,10,35422,13
2100,3,22826,86
2101,7,30384,93
2102,6,16920,99
2103,4,23042,63
2104,5,12073,72
2105,7,19476,27
2106,8,41651,92
2107,3,43527,8
2108,10,3765,23
2109,4,32782,45
2110,8,37083,34
2111,10,33699,33
2112,7,19613,44
2113,5,40217,58
2114,3,16245,18
2115,3,1618,3
2116,6,44509,89
2117,9,4415,31
2118,2,18422,15
2119,2,37675,41
2120,4,26097,65
2121,4,11048,68
2122,1,26420,24
2123,4,44469,76
2124,1,25852,20
2125,10,15782,38
2126,8,39022,48
2127,6,16286,80
2128,2,33727,86
2129,6,42634,28
2130,4,11625,20
2131,2,38585,89
2132,9,30889,2
2133,5,25348,58
2134,8,25216,68
2135,1,32122,39
2136,1,11809,21
2137,7,43808,86
2138,2,16898,43
2139,10,19117,53
2140,1,14729,95
2141,8,34495,85
2142,8,24510,54
2143,9,21280,65
2144,4,32096,23
2145,8,35439,25
2146,4,45634,15
2147,8,33724,79
2148,9,2077,76
2149,6,2882,7
2150,2,24605,82
2151,1,16842,87
2152,7,8255,61
2153,1,23420,3
2154,2,35875,96
2155,5,24674,76
2156,4,26591,38
2157,1,22365,53
2158,6,27426,31
2159,1,3105,35
2160,9,9931,35
2161,5,44011,22
2162,6,40863,81
2163,10,665,47
2164,4,23576,98
2165,6,33356,53
2166,10,25852,90
2167,9,40997,52
2168,9,17998,6
2169,9,17770,99
2170,8,3664,19
2171,1,23460,71
2172,2,25367,75
2173,10,313,23
2174,8,33497,38
2175,6,41348,41
2176,10,26654,4
2177,4,30043,3
2178,1,2756,65
2179,5,23331,30
2180,1,5545,35
2181,7,27326,22
2182,8,11399,43
2183,3,21838,93
2184,2,463,7
2185,1,26673,49
2186,4,22871,2
2187,2,12143,77
2188,2,41074,82
2189,2,16844,66
2190,8,4325,94
2191,6,11229,80
2192,5,37481,32
2193,4,12901,62
2194,7,23232,31
2195,9,6008,97
2196,6,13203,82
2197,3,8247,48
2198,9,37603,32
2199,2,13490,35
2200,8,13180,98
2201,7,19997,77
2202,5,18723,77
2203,5,8199,31
2204,5,40491,90
2205,10,21626,89
2206,7,33795,85
2207,6,37420,87
2208,2,44022,56
2209,10,123,71
2210,4,24478,5
2211,2,25919,5
2212,7,32507,77
2213,8,16641,30
2214,8,92,52
2215,5,11574,58
2216,7,22821,24
2217,8,40219,75
2218,9,41179,51
2219,6,5053,54
2220,3,8494,37
2221,10,10770,92
2222,2,13618,17
2223,6,13987,22
2224,8,5372,89
2225,2,18019,50
2226,4,9164,23
2227,3,3900,72
2228,9,36025,74
2229,6,8218,63
2230,5,30938,21
2231,8,11767,28
2232,1,12859,77
2233,2,39081,15
2234,2,28480,66
2235,7,14895,72
2236,8,16888,47
2237,9,13506,44
2238,2,22360,84
2239,9,10972,96
2240,1,33365,58
2241,5,32276,81
2242,2,386,4
2243,8,14230,15
2244,6,25919,97
2245,10,43081,70
2246,2,29394,22
2247,10,41648,26
2248,9,32509,21
2249,8,26480,51
2250,7,28173,34
2251,8,25012,59
2252,7,11295,58
2253,2,15746,36
2254,6,30248,60
2255,8,15781,27
2256,6,15273,61
2257,7,7987,24
2258,9,13107,19
2259,1,8,8
2260,4,25564,12
2261,5,23931,37
2262,3,9924,4
2263,6,5880,73
2264,8,42146,77
2265,1,4909,64
2266,1,12686,90
2267,3,16093,24
2268,3,23261,58
2269,10,27590,32
2270,1,2034,61
2271,4,23236,23
2272,3,32083,23
2273,6,11715,52
2274,8,27006,56
2275,5,32957,29
2276,3,43702,8
2277,8,30355,41
2278,4,43348,48
2279,2,446,32
2280,7,10712,75
2281,3,24315,70
2282,4,2281,17
2283,8,40067,46
2284,9,30913,68
2285,7,11707,95
2286,1,2136,34
2287,3,41832,71
2288,9,16464,86
2289,9,14007,25
2290,7,38288,3
2291,10,41684,80
2292,10,26344,67
2293,3,33808,99
2294,3,15509,76
2295,1,19712,35
2296,4,17255,2
2297,2,5322,29
2298,5,3707,63
2299,7,43061,5
2300,8,43228,75
2301,2,18639,52
2302,3,32508,40
2303,2,4929,65
2304,5,15430,20
2305,7,98,31
2306,1,41344,14
2307,5,17296,9
2308,5,13923,58
2309,4,39311,5
2310,10,21075,22
2311,8,1351,7
2312,2,30365,49
2313,10,31271,63
2314,8,27266,44
2315,2,38379,14
2316,6,17057,42
2317,8,43132,29
2318,7,24671,11
2319,2,3509,24
2320,2,18518,64
2321,1,25789,93
2322,3,35456,33
2323,5,19353,78
2324,6,41740,83
2325,1,16692,54
2326,9,42172,73
2327,10,12075,68
2328,1,42682,73
2329,7,39358,85
2330,9,3688,32
2331,1,10311,77
2332,1,29160,33
2333,6,4989,2
2334,4,6220,67
2335,8,23706,93
2336,2,13654,45
2337,9,28441,7
2338,10,13342,65
2339,4,33159,65
2340,4,6537,42
2341,5,26821,45
2342,4,22726,63
2343,1,18926,82
2344,5,31899,7
2345,6,15314,83
2346,4,16343,75
2347,5,15452,65
2348,10,17313,56
2349,3,30934,16
2350,8,23791,83
2351,6,15584,13
2352,7,1538,87
2353,1,15876,49
2354,7,32900,44
2355,7,43826,52
2356,5,285,27
2357,7,2899,30
2358,6,28958,13
2359,2,12577,16
2360,8,19432,57
2361,4,37350,18
2362,5,21787,27
2363,4,26165,73
2364,1,44255,51
2365,5,39748,12
2366,9,32351,72
2367,4,38826,58
2368,10,4487,26
2369,9,27269,21
2370,7,28978,36
2371,5,29534,51
2372,4,21484,49
2373,3,15211,53
2374,3,31644,91
2375,7,18519,92
2376,4,43937,32
2377,5,7141,3
2378,8,18287,84
2379,8,10814,61
2380,7,35514,10
2381,10,10269,37
2382,7,12771,64
2383,6,30580,6
2384,7,33762,100
2385,7,17866,33
2386,6,26934,14
2387,6,10581,23
2388,3,14688,70
2389,10,22186,17
2390,10,32961,63
2391,2,8141,22
2392,7,14095,45
2393,10,20164,55
2394,9,9487,31
2395,1,5148,93
2396,7,14868,39
2397,6,29075,46
2398,2,22538,51
2399,9,24249,30
2400,3,1879,24
2401,3,24951,33
2402,8,43361,51
2403,5,18062,8
2404,3,14403,72
2405,10,43271,52
2406,2,21712,63
2407,8,16004,20
2408,4,34067,85
2409,5,22065,9
2410,8,16886,2
2411,9,6670,2
2412,9,5338,63
2413,1,5255,98
2414,2,36264,66
2415,5,9186,61
2416,9,7286,83
2417,5,40022,93
2418,8,10421,60
2419,5,23758,43
2420,2,28400,84
2421,10,37726,52
2422,3,13152,18
2423,2,11069,5
2424,2,43371,98
2425,9,30200,15
2426,2,253,42
2427,5,17600,77
2428,10,45436,87
2429,9,18844,82
2430,3,22602,90
2431,3,31488,96
2432,5,3384,81
2433,1,24179,77
2434,8,40276,3
2435,8,23989,86
2436,1,14867,18
2437,7,31242,6
2438,5,5452,7
2439,9,22176,81
2440,3,38918,31
2441,1,5766,89
2442,7,4599,56
2443,9,7924,32
2444,9,7348,48
2445,2,44030,81
2446,7,6298,78
2447,1,16364,46
2448,2,32509,24
2449,6,3483,62
2450,8,511,69
2451,3,28053,98
2452,1,17246,92
2453,6,45116,10
2454,4,34284,87
2455,3,2767,79
2456,6,29156,40
2457,9,31226,9
2458,5,37051,90
2459,8,17601,99
2460,5,38030,26
2461,2,15600,77
2462,10,24939,55
2463,3,1121,72
2464,3,24065,97
2465,5,31670,5
2466,10,18757,87
2467,7,31638,35
2468,2,22394,46
2469,8,20934,80
2470,10,11031,48
2471,2,43877,45
2472,5,21280,90
2473,9,35349,73
2474,1,19176,14
2475,6,28866,80
2476,1,6466,79
2477,1,12817,79
2478,4,31382,14
2479,9,16763,81
2480,1,13146,46
2481,6,34601,38
2482,3,41069,93
2483,5,6691,94
2484,3,13784,39
2485,6,39508,3
2486,3,8247,63
2487,5,2921,99
2488,5,8704,22
2489,8,26212,76
2490,4,22095,99
2491,2,16670,98
2492,3,35400,18
2493,2,33151,72
2494,3,13489,15
2495,5,2057,35
2496,3,7956,21
2497,3,15452,2
2498,2,15012,63
2499,8,29632,90
2500,3,35183,22
2501,5,10221,96
2502,10,43499,95
2503,7,12113,97
2504,3,15490,94
2505,7,37651,25
2506,7,18017,38
2507,5,37471,44
2508,10,32899,8
2509,6,4300,52
2510,4,38401,2
2511,3,10826,27
2512,5,17236,79
2513,4,39582,36
2514,9,20660,15
2515,5,35404,12
2516,3,30629,3
2517,9,11963,62
2518,3,44841,31
2519,9,35108,98
2520,8,12579,49
2521,8,12960,10
2522,7,33481,96
2523,9,44882,1
2524,3,13086,55
2525,1,23601,29
2526,8,20564,99
2527,3,32947,95
2528,7,5321,45
2529,7,27932,66
2530,6,4436,24
2531,10,23721,93
2532,2,26156,99
2533,9,21505,93
2534,7,29680,7
2535,9,4631,61
2536,7,14367,49
2537,7,30068,29
2538,8,6528,54
2539,3,1993,29
2540,9,9594,91
2541,4,21430,42
2542,7,43352,40
2543,10,7543,91
2544,10,20425,28
2545,1,18749,10
2546,8,28691,17
2547,6,37363,3
2548,5,33449,71
2549,3,13939,66
2550,1,12474,9
2551,9,43171,100
2552,2,2095,29
2553,6,31386,70
2554,3,32277,92
2555,4,30971,89
2556,2,19243,68
2557,1,19672,42
2558,7,40328,79
2559,6,41423,31
2560,5,39690,49
2561,6,1123,4
2562,10,22784,59
2563,10,8290,33
2564,8,7337,22
2565,2,4745,37
2566,2,14934,92
2567,5,534,4
2568,4,42055,87
2569,2,2873,99
2570,1,19913,73
2571,3,41684,92
2572,9,9493,40
2573,5,1252,75
2574,10,18443,91
2575,4,23011,73
2576,5,36128,96
2577,3,38510,71
2578,1,23224,58
2579,6,40146,28
2580,6,160,94
2581,1,37003,90
2582,3,1337,57
2583,7,41315,86
2584,2,40372,44
2585,1,4631,90
2586,10,27039,82
2587,7,27727,6
2588,8,16601,24
2589,10,6919,61
2590,8,5230,78
2591,9,33279,63
2592,3,24666,58
2593,5,17334,24
2594,10,39173,24
2595,4,42558,37
2596,7,2228,22
2597,6,37837,30
2598,7,40626,31
2599,1,29898,49
2600,8,33880,16
2601,5,11650,52
2602,3,15783,54
2603,4,18444,65
2604,9,31842,63
2605,8,230,62
2606,9,12381,35
2607,1,22356,96
2608,8,22365,40
2609,2,6896,80
2610,2,25961,20
2611,1,23751,69
2612,9,11771,54
2613,8,3734,75
2614,9,21749,69
2615,4,40289,36
2616,7,1898,50
2617,1,8538,6
2618,5,16180,54
2619,8,3736,62
2620,7,41513,49
2621,7,25672,7
2622,10,3859,76
2623,10,8228,32
2624,1,11235,11
2625,8,39774,11
2626,4,35988,77
2627,8,27599,20
2628,5,14495,5
2629,8,27398,30
2630,3,4812,25
2631,1,18990,30
2632,5,26253,13
2633,4,5214,80
2634,7,24297,59
2635,10,43046,58
2636,6,44145,17
2637,4,29161,67
2638,4,23410,6
2639,4,43313,7
2640,9,33904,95
2641,9,24980,61
2642,8,24751,23
2643,9,28533,74
2644,6,5139,96
2645,3,11686,88
2646,5,34524,69
2647,5,2204,9
2648,3,17241,7
2649,3,4608,65
2650,8,43799,30
2651,1,35552,40
2652,8,8551,69
2653,9,7341,1
2654,1,33574,63
2655,6,44350,4
2656,6,10029,20
2657,5,4986,5
2658,3,20351,71
2659,8,23558,40
2660,10,30055,72
2661,4,24394,24
2662,2,5530,85
2663,7,13994,30
2664,1,4631,84
2665,2,39103,85
2666,9,38337,84
2667,8,23438,43
2668,1,3695,78
2669,10,30410,62
2670,5,37189,100
2671,2,2228,29
2672,8,18525,79
2673,7,41703,83
2674,10,35115,31
2675,3,24178,83
2676,6,32987,43
2677,10,53,20
2678,3,9370,32
2679,5,18185,71
2680,1,12495,14
2681,5,12661,18
2682,7,444,35
2683,4,19673,83
2684,8,5552,1
2685,8,31960,6
2686,9,28411,77
2687,4,39836,83
2688,8,39149,53
2689,3,33565,36
2690,5,16464,48
2691,7,32975,34
2692,7,10575,61
2693,6,11552,8
2694,1,40372,3
2695,4,16791,84
2696,10,21029,22
2697,8,28699,53
2698,4,30284,43
2699,4,11334,75
2700,8,28441,24
2701,1,2218,74
2702,4,31466,55
2703,3,32300,91
2704,4,2282,79
2705,4,28687,64
2706,4,19099,15
2707,8,19633,39
2708,5,43082,2
2709,4,13764,44
2710,5,35425,41
2711,4,6618,47
2712,10,835,31
2713,8,32122,90
2714,6,43440,62
2715,3,43313,3
2716,9,28725,8
2717,3,1480,73
2718,5,1439,71
2719,1,29551,24
2720,3,30260,88
2721,10,16188,11
2722,8,18310,32
2723,4,40289,72
2724,1,18833,21
2725,3,15692,23
2726,6,27582,34
2727,2,99,49
2728,4,58,67
2729,6,9099,45
2730,8,31260,67
2731,6,31335,100
2732,2,26696,76
2733,10,39906,6
2734,7,11359,84
2735,4,5439,90
2736,6,23410,47
2737,7,22550,99
2738,4,2019,39
2739,6,24473,25
2740,7,44705,57
2741,10,7615,7
2742,5,34771,2
2743,10,43128,30
2744,2,27473,97
2745,3,12851,20
2746,6,28296,37
2747,3,1693,9
2748,8,29153,8
2749,5,32488,88
2750,7,122,45
2751,5,9326,93
2752,8,37405,46
2753,2,1338,12
2754,1,89,44
2755,8,34199,56
2756,2,13881,5
2757,2,2880,5
2758,2,38835,30
2759,9,18310,74
2760,2,41046,88
2761,7,28206,77
2762,7,36573,16
2763,2,38337,66
2764,5,41885,18
2765,7,9582,43
2766,1,29658,54
2767,4,32137,28
2768,6,6748,96
2769,2,14184,15
2770,4,18280,6
2771,5,42157,44
2772,4,12043,67
2773,5,45306,78
2774,6,22307,61
2775,1,14657,92
2776,6,30097,10
2777,2,13922,88
2778,7,5452,28
2779,8,41504,21
2780,7,12885,6
2781,3,33075,1
2782,4,10691,99
2783,7,17293,68
2784,10,18455,29
2785,1,41307,34
2786,3,23420,85
2787,5,9361,74
2788,1,7996,73
2789,4,45193,69
2790,3,45438,6
2791,4,43361,6
2792,5,19312,50
2793,2,40024,34
2794,1,8197,81
2795,2,31313,76
2796,3,40328,62
2797,10,16892,11
2798,2,3075,86
2799,9,6952,26
2800,1,43324,26
2801,4,45515,43
2802,4,27410,73
2803,5,44630,7
2804,9,13651,72
2805,3,37694,10
2806,1,17650,30
2807,1,3302,24
2808,9,38337,16
2809,9,20932,80
2810,6,9013,11
2811,4,14698,9
2812,7,39339,12
2813,1,3025,82
2814,7,39988,87
2815,8,14895,73
2816,7,5027,53
2817,8,7983,63
2818,10,34157,82
2819,7,2942,28
2820,6,3516,55
2821,2,8525,19
2822,6,26190,12
2823,1,29990,66
2824,5,45516,28
2825,7,32760,72
2826,10,28272,1
2827,8,2182,46
2828,6,26860,74
2829,10,2971,89
2830,10,34317,83
2831,2,32741,79
2832,9,17151,74
2833,1,24917,75
2834,4,18966,91
2835,2,2103,8
2836,8,14870,7
2837,7,7637,94
2838,3,40763,49
2839,8,18638,73
2840,5,16193,15
2841,3,28289,87
2842,3,32980,68
2843,6,22227,98
2844,10,22420,16
2845,9,32258,41
2846,10,35228,32
2847,3,1504,22
2848,4,27440,50
2849,1,45604,5
2850,8,41258,64
2851,7,28530,67
2852,1,32829,2
2853,3,37998,80
2854,6,31997,58
2855,9,25495,48
2856,1,9427,74
2857,3,11390,3
2858,9,33704,80
2859,8,14389,63
2860,5,11162,68
2861,10,8632,59
2862,3,22063,49
2863,8,13337,79
2864,6,3835,29
2865,9,17035,76
2866,5,23257,88
2867,6,28418,20
2868,5,19823,25
2869,7,8810,50
2870,4,45161,93
2871,4,17728,44
2872,9,42036,70
2873,9,16609,3
2874,7,10682,36
2875,1,32417,84
2876,10,38650,49
2877,6,10261,20
2878,5,30622,67
2879,9,32514,5
2880,6,15617,14
2881,10,22037,37
2882,2,41861,60
2883,7,19396,14
2884,4,40941,38
2885,9,38717,83
2886,4,30397,60
2887,9,16176,58
2888,6,23964,91
2889,3,43841,97
2890,6,43283,4
2891,4,22339,16
2892,8,22932,71
2893,5,18392,37
2894,5,18854,54
2895,9,19295,14
2896,5,14656,19
2897,5,9216,3
2898,9,19888,17
2899,1,33139,37
2900,2,43335,78
2901,10,31262,15
