author_id,author_name
2353,Elisa Cerdan
2354,Elisabeth Elliot
2355,Elisabeth Jean Wood
2356,Elisabeth Kübler-Ross
2357,Elisabeth Stopp
2358,Elisabeth Sussman
2359,Elisabeth Waters
2360,Elise Broach
2361,Elise Fried
2362,Elise Juska
2363,Elivia Savadier
2364,Eliza Gaynor Minden
2365,Eliza Minot
2366,Elizabeth     Stewart
2367,Elizabeth  Davis
2368,Elizabeth  George
2369,Elizabeth  Gray
2370,Elizabeth A. Lynn
2371,Elizabeth A. Schultz
2372,Elizabeth Alexander
2373,Elizabeth Ann Scarborough
2374,Elizabeth Berg
2375,Elizabeth Bishop
2376,Elizabeth C. Economy
2377,Elizabeth Castro
2378,Elizabeth Clare Prophet
2379,Elizabeth Dalton
2380,Elizabeth F. Cooke
2381,Elizabeth Gaskell
2382,Elizabeth George
2383,Elizabeth Gilbert
2384,Elizabeth Hall Witherell
2385,Elizabeth Hardwick
2386,Elizabeth Heine
2387,Elizabeth Hillman Waterston
2388,Elizabeth Hoyt
2389,Elizabeth J. Asteraki
2390,Elizabeth Jusino
2391,Elizabeth Knowles
2392,Elizabeth Kostova
2393,Elizabeth L. Fuller
2394,Elizabeth Lowell
2395,Elizabeth M. Butler
2396,Elizabeth Mann
2397,Elizabeth Mayne
2398,Elizabeth McCracken
2399,Elizabeth Moon
2400,Elizabeth Noble
2401,Elizabeth Peters
2402,Elizabeth Plater-Zyberk
2403,Elizabeth Russell Miller
2404,Elizabeth Sayles
2405,Elizabeth Silverthorne
2406,Elizabeth Stevens Girsch
2407,Elizabeth Stewart
2408,Elizabeth Story Donno
2409,Elizabeth Strout
2410,Elizabeth Stuart Phelps
2411,Elizabeth Wagele
2412,Elizabeth Watson Scharffenberger
2413,Elizabeth Wein
2414,Elizabeth Wurtzel
2415,Elizabeth Wyckoff
2416,Elizabeth von Arnim
2417,Ellen Anker
2418,Ellen Archer
2419,Ellen Conroy Kennedy
2420,Ellen Evert Hopman
2421,Ellen Gordon Reeves
2422,Ellen Guon
2423,Ellen H. Bleiler
2424,Ellen Klages
2425,Ellen Kushner
2426,Ellen Marriage
2427,Ellen Meloy
2428,Ellen Raskin
2429,Ellen Weiss
2430,Elliot Aronson
2431,Elliot S. Maggin
2432,Elliott A. Norse
2433,Elliott Currie
2434,Elliott Erwitt
2435,Ellis Weiner
2436,Elmer Kennedy-Andrews
2437,Elmore Leonard
2438,Eloise Wilkin
2439,Elsa Mateo
2440,Elspeth Huxley
2441,Elvi Rhodes
2442,Elvis Costello
2443,Elwood Reid
2444,Elye J. Alexander
2445,Emerson Eggerichs
2446,Emerson Spartz
2447,Emil Brunner
2448,Emil M. Cioran
2449,Emile Martel
2450,Emilie Griffin
2451,Emilie Rose
2452,Emily Agar
2453,Emily Barr
2454,Emily Blake
2455,Emily Brontë
2456,Emily Dickinson
2457,Emily Fiegenshuh
2458,Emily Giffin
2459,Emily Jenkins
2460,Emily Mann
2461,Emily Townsend Vermeule
2462,Emine Sevgi Özdamar
2463,Emma Barker
2464,Emma Bull
2465,Emma Donoghue
2466,Emma Holly
2467,Emma McLaughlin
2468,Emma Merritt
2469,Emma Walton Hamilton
2470,Emmanuel Le Roy Ladurie
2471,Emmanuel Le Roy-Ladurie
2472,Emmanuel Pailler
2473,Emmanuel Rhoides
2474,Emmuska Orczy
2475,Empedocles
2476,Enid Blyton
2477,Enric Tremps
2478,Enrico Marini
2479,Eoin Colfer
2480,Ephraim McLean
2481,Ephraim Sevela
2482,Epictetus
2483,Erasmus
2484,Ergin Altay
2485,Erhan Sunar
2486,Eric     Weiner
2487,Eric  Kim
2488,Eric A. Meyer
2489,Eric B. Martin
2490,Eric Baker
2491,Eric Bentley
2492,Eric Bischoff
2493,Eric Bronson
2494,Eric Brown
2495,Eric Carle
2496,Eric Chaisson
2497,Eric Flint
2498,Eric Frank Russell
2499,Eric H.F. Law
2500,Eric Hansen
2501,Eric Hanson
2502,Eric Hobsbawm
2503,Eric Homberger
2504,Eric Idle
2505,Eric Jensen
2506,Eric John
2507,Eric Klinenberg
2508,Eric Knight
2509,Eric Lindor Fall
2510,Eric McLuhan
2511,Eric Michael Summerer
2512,Eric Mosbacher
2513,Eric Muss-Barnes
2514,Eric P. Kelly
2515,Eric Pascarello
2516,Eric R. Kandel
2517,Eric R. Wolf
2518,Eric Rasmussen
2519,Eric Salem
2520,Eric Schlosser
2521,Eric Searleman
2522,Eric Shanower
2523,Eric Steiger
2524,Eric Sykes
2525,Eric Tyson
2526,Eric Van Lustbader
2527,Eric Wight
2528,Erica Funkhouser
2529,Erica Jankovich
2530,Erica Jong
2531,Erica Orloff
2532,Erich Auerbach
2533,Erich Fromm
2534,Erich Gamma
2535,Erich Maria Remarque
2536,Erik  Larson
2537,Erik Darling
2538,Erik Larson
2539,Erika Tamar
2540,Erin McCarthy
2541,Erin McKean
2542,Erin St. Claire
2543,Erle Stanley Gardner
2544,Ernest Alfred Vizetelly
2545,Ernest Becker
2546,Ernest Drake
2547,Ernest Gellner
2548,Ernest Hemingway
2549,Ernest J. Gaines
2550,Ernest Lawrence Thayer
2551,Ernest Reiss
2552,Ernesto Laclau
2553,Ernesto Mestre-Reed
2554,Ernesto Sabato
2555,Ernle Bradford
2556,Ernst  Fuchs
2557,Ernst E. Jonas
2558,Ernst Kaiser
2559,Errol Flynn
2560,Erroll McDonald
2561,Erving Goffman
2562,Erwin Raphael McManus
2563,Esao Andrews
2564,Esmeralda Santiago
2565,Esteban Maroto
2566,Estelle B. Freedman
2567,Esther Allen
2568,Esther Derby
2569,Esther M. Friesner
2570,Esther Pearl Watson
2571,Esther Perel
2572,Esther Schor
2573,Eteel Lawson
2574,Ethan Van Sciver
2575,Eudora Welty
2576,Eugene Braunwald
2577,Eugene Hudson Long
2578,Eugene J. McCarthy
2579,Eugene Linden
2580,Eugene O'Neill
2581,Eugenio Montale
2582,Eugène Ionesco
2583,Euripides
2584,Eva Brann
2585,Eva-Maria Metcalf
2586,Evan Solomon
2587,Evan Thomas
2588,Evangeline Walton
2589,Evelyn C. White
2590,Evelyn Cisneros
2591,Evelyn Mayerson
2592,Evelyn Rogers
2593,Evelyn Vaughn
2594,Evelyn Waugh
2595,Everyman's Library
2596,Evon Zerbetz
2597,Ewan McGregor
2598,Ezra Pound
2599,Eörs Szathmáry
2600,F. Gwynplaine MacIntyre
2601,F. Max Müller
2602,F. Murray Abraham
2603,F. Paul Wilson
2604,F. Scott Fitzgerald
2605,F.F. Bruce
2606,F.H. Mares
2607,F.N. Robinson
2608,F.P. Long
2609,F.W. Hall
2610,F.X. Toole
2611,FASA Corporation
2612,Fabian Nicieiza
2613,Faith D'Aluisio
2614,Fannie Flagg
2615,Fari Amini
2616,Fatemeh Keshavarz
2617,Fatih Özgüven
2618,Faye Perozich
2619,Faïza Guène
2620,Federico García Lorca
2621,Federico Villegas Silva Lezama
2622,Felicia Dale
2623,Fern Michaels
2624,Ferris Cook
2625,Fibben Hald
2626,Fidelis Morgan
2627,Fiona  Shaw
2628,Fiona McAuslan
2629,Fiona Patton
2630,Fiona Stafford
2631,Fiona Stephen
2632,Fiona Walker
2633,Fitz-James O'Brien
2634,Flann O'Brien
2635,Flannery O'Connor
2636,Fletcher Pratt
2637,Fleur Adcock
2638,Florence Lamborn
2639,Florence Mortimer
2640,Flores Alexander Forbes
2641,Fodor's Travel Publications Inc.
2642,Fontaine Dollas Dubus
2643,Ford Madox Ford
2644,Forrest Gander
2645,Fran Leeper Buss
2646,Fran Warde
2647,Frances Beer
2648,Frances Burney
2649,Frances Butwin
2650,Frances Frenaye
2651,Frances Gies
2652,Frances Goodrich
2653,Frances Hodgson Burnett
2654,Frances J. Roberts
2655,Frances L. Ilg
2656,Frances Liardet
2657,Frances Mayes
2658,Frances McCullough
2659,Frances Morris
2660,Frances Oliver
2661,Frances Stonor Saunders
2662,Francesca Lia Block
2663,Francesca Yorke
2664,Francine Kass
2665,Francine Pascal
2666,Francine Patterson
2667,Francine Prose
2668,Francine Segan
2669,Francine du Plessix Gray
2670,Francis Davis
2671,Francis Golffing
2672,Francis Ledoux
2673,Francis Mason
2674,Francis Mathy
2675,Francis Maynell
2676,Francis Meynell
2677,Francis O'Gorman
2678,Francis Ray
2679,Francis Steegmuller
2680,Francis Stevens
2681,Francis Wheen
2682,Francisco J. González
2683,Francisco Rodriguez de Lecea
2684,Frank  Graham
2685,Frank  Muller
2686,Frank Beddor
2687,Frank Darabont
2688,Frank E. Peretti
2689,Frank Furedi
2690,Frank Gannon
2691,Frank Herbert
2692,Frank J. Moore
2693,Frank Jonker
2694,Frank Justus Miller
2695,Frank Kermode
2696,Frank M. Carrano
2697,Frank MacShane
2698,Frank McConnell
2699,Frank McCourt
2700,Frank Morrison
2701,Frank Moss
2702,Frank N. Magill
2703,Frank Norris
2704,Frank P. Incropera
2705,Frank Portman
2706,Frank Quitely
2707,Frank R. Stockton
2708,Frank Romany
2709,Frank Sheed
2710,Frank Shuffelton
2711,Frank T. Merrill
2712,Frank Teran
2713,Frank Warren
2714,Frank Wedekind
2715,Frank William Jones
2716,Frank Zappa
2717,Frank Zingrone
2718,Frank Zöllner
2719,Frankie Frankeny
2720,Frans Lasson
2721,Frans Thomése
2722,Franz Kafka
2723,François Rabelais
2724,Françoise Adelstain
2725,Frazer Irving
2726,Frazier Irving
2727,Fred Anderson
2728,Fred Burke
2729,Fred Chappel
2730,Fred Chappell
2731,Fred Goodman
2732,Fred Kaplan
2733,Fred Marcellino
2734,Fred Melton
2735,Fred Pearce
2736,Fred Saberhagen
2737,Fred Schwarzbach
2738,Fred Wan
2739,Freda Titford
2740,Freddy Michalski
2741,Frederica Matthewes-Green
2742,Frederick A. Blossom
2743,Frederick Burkhardt
2744,Frederick C. Beiser
2745,Frederick Charles Copleston
2746,Frederick Deluvier
2747,Frederick Douglass
2748,Frederick Exley
2749,Frederick H. Fornoff
2750,Frederick K. Goodwin
2751,Frederick P. Brooks Jr.
2752,Frederick P. Lenz
2753,Frederick R. Karl
2754,Frederick Seitz
2755,Frederik Pohl
2756,Fredric Brown
2757,Fredric Dannen
2758,Fredson Bowers
2759,Freeman Wong
2760,Frieda Hughes
2761,Friedrich A. Hayek
2762,Friedrich Dürrenmatt
2763,Friedrich Engels
2764,Friedrich Nietzsche
2765,Friedrich Reck-Malleczewen
2766,Friedrich Solmsen
2767,Fritha Goodey
2768,Fritjof Capra
2769,Fritz Eichenberg
2770,Fritz Leiber
2771,Fulton J. Sheen
2772,Fuyumi Ono
2773,Fyodor Dostoevsky
2774,Fyodor Dostoyevsky
2775,Félix Guattari
2776,G. Aroul
2777,G. Blakemore Evans
2778,G. Edward White
2779,G. Richard Shell
2780,G. Thomas Tanselle
2781,G. Tubach
2782,G.E. Bentley Jr.
2783,G.E.M. Anscombe
2784,G.K. Chesterton
2785,G.M.A. Grube
2786,G.P. Goold
2787,G.R. Thompson
2788,G.S. Conway
2789,G.W. Bowersock
2790,Gabi Payn
2791,Gabriel Brownstein
2792,Gabriel García Márquez
2793,Gabriel Josipovici
2794,Gabriel Marruzzo
2795,Gabriel Rodríguez
2796,Gabrielle Ann Euvino
2797,Gabrielle Weiss
2798,Gabrielle de Cuir
2799,Gadi Bloom
2800,Gail A. Eisnitz
2801,Gail Carson Levine
2802,Gail Godwin
2803,Gail Grant
2804,Gail Omvedt
2805,Gail Owens
2806,Gaius Julius Caesar
2807,Galadriel Waters
2808,Gale Gand
2809,Galileo Galilei
2810,Galina Krasskova
2811,Galway Kinnell
2812,Ganganatha Jha
2813,Gardner Dozois
2814,Gareth Stedman Jones
2815,Garrett Sutton
2816,Garrick Hagon
2817,Garrison Keillor
2818,Garry Nelson
2819,Garry Wills
2820,Garth Ennis
2821,Garth Nix
2822,Garth Williams
2823,Gary    Myers
2824,Gary A. Braunbeck
2825,Gary Amaro
2826,Gary B. Nash
2827,Gary Blythe
2828,Gary Carey
2829,Gary Chalk
2830,Gary Chapman
2831,Gary Colombo
2832,Gary Dumm
2833,Gary E. Schwartz
2834,Gary Erskine
2835,Gary Friedrich
2836,Gary Fry
2837,Gary Gianni
2838,Gary Handwerk
2839,Gary Hoppenstand
2840,Gary K. Carey
2841,Gary L. Blackwood
2842,Gary L. Hardcastle
2843,Gary Oates
2844,Gary Paulsen
2845,Gary Richard Thompson
2846,Gary Russell
2847,Gary Smalley
2848,Gary Smith
2849,Gary Snyder
2850,Gary W. Eldred
2851,Gary W. Potter
2852,Gary Yukl
2853,Gaston Leroux
2854,Gavin Baddeley
2855,Gavin Menzies
2856,Gay Talese
2857,Gayden Metcalfe
2858,Gayle Lynds
2859,Gelsey Kirkland
2860,Gemma Gallart
2861,Gemma O'Connor
2862,Gemma Rovira
2863,Gemma Rovira Ortega
2864,Gena Showalter
2865,Gene  Stone
2866,Gene A. Brucker
2867,Gene Colan
2868,Gene DeWeese
2869,Gene Kerrigan
2870,Gene Thompson-Grove
2871,Gene Wilder
2872,Gene Wolfe
2873,Geneen Roth
2874,Genevieve Gorman
2875,Geneviève
2876,Geoff Dyer
2877,Geoff Emerick
2878,Geoff Johns
2879,Geoff Klock
2880,Geoff Spear
2881,Geoff Waring
2882,Geoffrey Batchen
2883,Geoffrey Brock
2884,Geoffrey Chaucer
2885,Geoffrey Howard
2886,Geoffrey M. Bellman
2887,Geoffrey McGivern
2888,Geoffrey Miller
2889,Geoffrey S. Kirk
2890,Geoffrey Sainsbury
2891,Geoffrey Wall
2892,Geoffrey Warnock
2893,Georg Bühler
2894,Georg Feuerstein
2895,Georg Wilhelm Friedrich Hegel
2896,George      Young
2897,George  Adamson
2898,George A. Reisch
2899,George Alec Effinger
2900,George Balanchine
2901,George Beahm
2902,George Bernard Shaw
2903,George Breitman
2904,George Clayton Johnson
2905,George Condo
2906,George Crile
2907,George Cruikshank
2908,George D. Economou
2909,George D. Schade
2910,George E. Stanley
2911,George Egerton
2912,George Eliot
2913,George F. Jewsbury
2914,George Ford
2915,George Gamow
2916,George Gesner
2917,George Gibian
2918,George Gladir
2919,George Grant
2920,George H. Scherr
2921,George H. Wood
2922,George Henrik von Wright
2923,George Henry Jennings
2924,George Herbert Palmer
2925,George J. Becker
2926,George J. Firmage
2927,George Lakoff
2928,George Lucas
2929,George M. Towle
2930,George MacDonald
2931,George MacDonald Fraser
2932,George Orwell
2933,George Ovitt Jr.
2934,George Pelecanos
2935,George Plimpton
2936,George Pratt
2937,George Pérez
2938,George R. Stewart
2939,George R.R. Martin
2940,George Rawlinson
2941,George Reavy
2942,George Ritzer
2943,George S. Clason
2944,George Saintsbury
2945,George Saunders
2946,George Seferis
2947,George Selden
2948,George Smoot
2949,George Stade
2950,George Stalk Jr.
2951,George Steiner
2952,George Sullivan
2953,George Thibaut
2954,George Thomson
2955,George Ulrich
2956,George Washington
2957,George Weigel
2958,George Zebrowski
2959,Georges Bataille
2960,Georges Perec
2961,Georges Simenon
2962,Georgette Heyer
2963,Georgia Ann Machemer
2964,Georgie Ripper
2965,Georgina Grey
2966,Georgina Sutton
2967,Gerald A. Michaelson
2968,Gerald Bevan
2969,Gerald Eugene Myers
2970,Gerald J. Erion
2971,Gerald Jay Sussman
2972,Gerald Posner
2973,Gerald Ravenscourt Hayes
2974,Geraldine Brooks
2975,Geraldine McCaughrean
2976,Geraldine Pinch
2977,Gerard  Murphy
2978,Gerard Auzet
2979,Gerard Stembridge
2980,Gerry Bothmer
2981,Gerry Conway
2982,Gertrud Jaron Lewis
2983,Gertrude Chandler Warner
2984,Gertrude Stein
2985,Gertrude the Great
2986,Gia Bathory Al Babel
2987,Giada De Laurentiis
2988,Gilbert Achcar
2989,Gilbert Adair
2990,Gilbert Murray
2991,Gilbert Sale
2992,Gilbert Shelton
2993,Giles Andreae
2994,Giles Foden
2995,Gill Harvey
2996,Gill Tomblin
2997,Gillen D'Arcy Wood
2998,Gilles Deleuze
2999,Gilles Vaugeois
3000,Gillian Avery
3001,Gillian Beer
3002,Gillian McCain
3003,Gina Moxley
3004,Gina Smith
3005,Gionarle del Popolo
3006,Giorgio De Santillana
3007,Giotto di Bondone
3008,Giovanna Borradori
3009,Giovanni Battista Piranesi
3010,Giovanni Pietro Pinamont
3011,Giovanni Pontiero
3012,Giray Fidan
3013,Girolamo Cardano
3014,Girolamo De Michele
3015,Gisela Stege
3016,Gish Jen
3017,Gita May
3018,Giuliana DePandi
3019,Giuliano Hazan
3020,Glaser Linda
3021,Glen C. Strathy
3022,Glen David Gold
3023,Glen Merzer
3024,Glending Olson
3025,Glenn Chadbourne
3026,Glenn Dean
3027,Glenn Fabry
3028,Glenn M. Schwartz
3029,Glenn McCoy
3030,Glenn O'Brien
3031,Glenn R. Morrow
3032,Glenn Stout
3033,Glenn W. Most
3034,Glenn Wolff
3035,Glenn Yeffeth
3036,Gloria Bird
3037,Gloria Goldreich
3038,Gloria Naylor
3039,Glyn Daly
3040,Glyn Davies
3041,Glynne Walley
3042,Gonzague Saint Bris
3043,Good Housekeeping
3044,Goran Parlov
3045,Gordon A. Craig
3046,Gordon Botherston
3047,Gordon Bowker
3048,Gordon Dahlquist
3049,Gordon Hendricks
3050,Gordon Hutner
3051,Gordon Korman
3052,Gordon McMullan
3053,Gordon S. Wood
3054,Gordon Teskey
3055,Gordon W. Allport
3056,Gore Vidal
3057,Gorgias of Leontini
3058,Gotthold Ephraim Lessing
3059,Govind Armstrong
3060,Grace Frick
3061,Grace Paley
3062,Graeme Base
3063,Graham   Watson
3064,Graham Brack
3065,Graham Chapman
3066,Graham Greene
3067,Graham Hancock
3068,Graham Handley
3069,Graham Masterton
3070,Graham McNeill
3071,Graham Rust
3072,Graham Swift
3073,Graham Tulloch
3074,Graham Turner
3075,Grant Blackwood
3076,Grant Morrison
3077,Grant R. Osborne
3078,Grantland Rice
3079,Gray Jolliffe
3080,Graydon Carter
3081,Greg  Taylor
3082,Greg Bear
3083,Greg Behrendt
3084,Greg Call
3085,Greg Child
3086,Greg Costikyan
3087,Greg Cox
3088,Greg Donahue
3089,Greg Henrikson
3090,Greg Iles
3091,Greg Keyes
3092,Greg Lawrence
3093,Greg Martin
3094,Greg Ruggiero
3095,Greg Simpson
3096,Greg Tang
3097,Gregary Racz
3098,Gregg Hurwitz
3099,Gregg Olsen
3100,Gregorio Vlastelica
3101,Gregory Bassham
3102,Gregory Claeys
3103,Gregory H. Hemingway
3104,Gregory Maguire
3105,Gregory Manchess
3106,Gregory Rabassa
3107,Gregory Stephens
3108,Gregory Stevenson
3109,Gretchen Moran Laskas
3110,Gretchen Schields
3111,Gretchen Stull
3112,Grif Stockley
3113,Gris Grimly
3114,Grover Gardner
3115,Guenevera Tunberg
3116,Guido Waldman
3117,Guillermo Solana
3118,Guillermo Suazo Pascual
3119,Gunnvor Stallybrass
3120,Gunther Stuhlmann
3121,Gus Russo
3122,Gus Van Sant
3123,Gustave Doré
3124,Gustave Flaubert
3125,Gustave Le Bon
3126,Guy Abadia
3127,Guy Cardwell
3128,Guy Davenport
3129,Guy Francis
3130,Guy Kawasaki
3131,Guy Ogilvy
3132,Guy Parker-Rees
3133,Guy W. Jones
3134,Gwen Ellery
3135,Gwen Moran
3136,Gwyn Hyman Rubio
3137,Gwynne Forster
3138,Gérard H. Durand
3139,Günter Grass
3140,H. Anna Suh
3141,H. Eugene LeMay Jr.
3142,H. Eugene Stanley
3143,H. Havelock Ellis
3144,H. Jay Riker
3145,H. Lee Shapiro
3146,H. Mack Horton
3147,H. Patricia Wakefield
3148,H. Resit Akcakaya
3149,H. Rider Haggard
3150,H.D.F. Kitto
3151,H.G. Bissinger
3152,H.G. Wells
3153,H.M. Nahmad
3154,H.M. Parshley
3155,H.P. Lovecraft
3156,H.R. Giger
3157,H.R. Millar
3158,H.T. Lowe-Porter
3159,H.T. Willetts
3160,H.W. Brands
3161,Ha Jin
3162,Hablot Knight Browne
3163,Hailey Abbott
3164,Halldór Laxness
3165,Hania Czajkowski
3166,Hanif Kureishi
3167,Hank Wagner
3168,Hannah  Green
3169,Hannah Arendt
3170,Hannah Hurnard
3171,Hanoch Gutfreund
3172,Hanon W. Russell
3173,Hans Blumenberg
3174,Hans Hermann
3175,Hans J. Schütz
3176,Hans Jenssen
3177,Hans Jonas
3178,Hans Magnus Enzensberger
3179,Hans Schumacher
3180,Hans Walter Gabler
3181,Hans-Friedrich Mueller
3182,Hanshan
3183,Harald Wiberg
3184,Hari Kunzru
3185,Harlan Coben
3186,Harlan Ellison
3187,Harlow Giles Unger
3188,Harold Abelson
3189,Harold Beaver
3190,Harold Bloom
3191,Harold C. Livesay
3192,Harold Clurman
3193,Harold Courlander
3194,Harold Coyle
3195,Harold F. Brooks
3196,Harold G. Moore
3197,Harold Jenkins
3198,Harold Mattingly
3199,Harold S. Kushner
3200,Harold Tarrant
3201,Harold William Kuhn
3202,Harper Lee
3203,Harpo Marx
3204,Harriet Ann Jacobs
3205,Harriet Lerner
3206,Harriet Walter
3207,Harrison Cady
3208,Harrison Edward Livingstone
3209,Harrison Hayford
3210,Harry   Bates
3211,Harry Bliss
3212,Harry Crews
3213,Harry Ford
3214,Harry G. Frankfurt
3215,Harry Graham
3216,Harry Hamernik
3217,Harry Harrison
3218,Harry Levin
3219,Harry Pearson
3220,Harry Ritchie
3221,Harry Rowohlt
3222,Harry Turtledove
3223,Harry Zohn
3224,Hartford Courant
3225,Hartmut Schickert
3226,Haruki Murakami
3227,Haruko Taya Cook
3228,Harvey Kidder
3229,Harvey Mansfield
3230,Harvey P. Mandel
3231,Harvey Pekar
3232,Haven Kimmel
3233,Hayao Miyazaki
3234,Hayden Carruth
3235,Hayward Morse
3236,Hazel E. Barnes
3237,Hazel Rowley
3238,Heather  Wood
3239,Heather Cahoon
3240,Heather Graham
3241,Heather Harpham Kopp
3242,Heather Havrilesky
3243,Heather Henson
3244,Heather Jarman
3245,Heather O'Neill
3246,Heather Rose Jones
3247,Heidi Baker
3248,Heidi Betts
3249,Heidi Boyd
3250,Heidi Fleiss
3251,Heidi Hayes Jacobs
3252,Heidi Kilgras
3253,Heidi Murkoff
3254,Heike Schwarzbauer
3255,Helen  Cooper
3256,Helen Craig
3257,Helen Ericson
3258,Helen Fielding
3259,Helen Fisher
3260,Helen Keier
3261,Helen L. Taylor
3262,Helen Lane
3263,Helen Marx
3264,Helen McCarthy
3265,Helen Oxenbury
3266,Helen Sewell
3267,Helen Small
3268,Helen Vendler
3269,Helen Ward
3270,Helena Grice
3271,Helena Ragg-Kirkby
3272,Helene P. Foley
3273,Hemant Mehta
3274,Henepola Gunaratana
3275,Henning Mankell
3276,Henri Blocher
3277,Henri J.M. Nouwen
3278,Henri Mitterand
3279,Henry Austen
3280,Henry B. Wonham
3281,Henry Bettenson
3282,Henry Chadwick
3283,Henry David Thoreau
3284,Henry Fielding
3285,Henry Francis Cary
3286,Henry Gammidge
3287,Henry Gifford
3288,Henry James
3289,Henry Jenkins
3290,Henry Kuttner
3291,Henry Louis Gates Jr.
3292,Henry M. Sayre
3293,Henry Miller
3294,Henry Mintzberg
3295,Henry N. Beard
3296,Henry Nash Smith
3297,Henry Reed
3298,Henry Rosemont Jr.
3299,Henry Rushton Fairclough
3300,Henry Vizetelly
3301,Henry Wadsworth Longfellow
3302,Heraclitus
3303,Herb Johnson
3304,Herb Trimpe
3305,Herbert Asbury
3306,Herbert Butterfield
3307,Herbert J. Hunt
3308,Herbert Marcuse
3309,Herbert R. Lottman
3310,Herbert Read
3311,Herman Melville
3312,Herman Wouk
3313,Hermann Alexander Diels
3314,Hermann Broch
3315,Hermann Hesse
3316,Hermann Oldenberg
3317,Hermione Lee
3318,Hernán Sabaté Vargas
3319,Herodotus
3320,Hershel Parker
3321,Hertha Von Dechend
3322,Hervie Haufler
3323,Hervé Guibert
3324,Hesiod
3325,Hesketh Pearson
3326,Heywood Broun
3327,Hiawyn Oram
3328,Hidenori Hara
3329,Hideyuki Kikuchi
3330,Hilaire Belloc
3331,Hilary Barta
3332,Hilary H. Milton
3333,Hilary Hemingway
3334,Hilary Knight
3335,Hilary Putnam
3336,Hilda Rosner
3337,Hildegarde Hoyt Swift
3338,Hillary Rodham Clinton
3339,Hillel Halkin
3340,Hinako Takanaga
3341,Hippocrates George Apostle
3342,Hirohiko Araki
3343,Hiroki Endo
3344,Hiromu Arakawa
3345,Hiroshi Aida
3346,Hiroshi Takahashi
3347,Hiroyuki Morioka
3348,Hitori Nakano
3349,Hoa Loranger
3350,Hob
3351,Holly Black
3352,Holly Keller
3353,Holly Meade
3354,Holly Phillips
3355,Holter Graham
3356,Homer
3357,Homer Hickam
3358,Honoré de Balzac
3359,Hope S. Warshaw
3360,Horace
3361,Horace  Silver
3362,Horace Walpole
3363,Horacio Elena
3364,Hotaru Odagiri
3365,Howard  Kaplan
3366,Howard A. Klausner
3367,Howard Blum
3368,Howard Brodie
3369,Howard C. Cutler
3370,Howard Chaykin
3371,Howard E. Covington Jr.
3372,Howard Eiland
3373,Howard F. Lyman
3374,Howard Hibbett
3375,Howard Korder
3376,Howard Massey
3377,Howard Mittelmark
3378,Howard Nemerov
3379,Howard Porter
3380,Howard Read
3381,Howard Roughan
3382,Howard Stern
3383,Howard Vincent Hong
3384,Howard W. Stone
3385,Howard Waldrop
3386,Howard Zinn
3387,Howell D. Chickering
3388,Hubert L. Dreyfus
3389,Hugh    Miller
3390,Hugh  Thomson
3391,Hugh Bicheno
3392,Hugh Bredin
3393,Hugh Dickson
3394,Hugh Fraser
3395,Hugh Grant
3396,Hugh Haughton
3397,Hugh Honour
3398,Hugh Kenner
3399,Hugh Laurie
3400,Hugh McLean
3401,Hugh Tredennick
3402,Hugh Trevor-Roper
3403,Hugo Hamilton
3404,Humberto Ramos
3405,Humphrey Carpenter
3406,Humphrey Palmer
3407,Hunter Davies
3408,Hunter S. Thompson
3409,Huntington Cairns
3410,Huston Smith
3411,Huw Richards
3412,Hyginus
3413,Hélène Cixous
3414,Hélène Greven-Borde
3415,I. William Zartman
3416,Iacopo Bruno
3417,Iain Banks
3418,Iain Crichton Smith
3419,Iain Levison
3420,Iain M. Banks
3421,Iain McLaughlin
3422,Iain Pears
3423,Iain Sinclair
3424,Iakov Damsky
3425,Ian          Hamilton
3426,Ian        Martin
3427,Ian  Miller
3428,Ian Beck
3429,Ian Buruma
3430,Ian C. Storey
3431,Ian Caldwell
3432,Ian Christie
3433,Ian Edginton
3434,Ian Fleming
3435,Ian Fullwood
3436,Ian Glasper
3437,Ian Hemphill
3438,Ian Higgins
3439,Ian Holm
3440,Ian Jack
3441,Ian King
3442,Ian Lemke
3443,Ian M. Cuthbertson
3444,Ian McEwan
3445,Ian McKellen
3446,Ian Ogilvy
3447,Ian Patterson
3448,Ian Schoenherr
3449,Ian Stewart
3450,Ian Thomson
3451,Ian W. Toll
3452,Ian Watson
3453,Ian Whybrow
3454,Ignat Avsey
3455,Ignatius of Loyola
3456,Igor Kordey
3457,Igor Novikov
3458,Igor Stravinsky
3459,Il Manifesto
3460,Ilan Stavans
3461,Ilon Wikland
3462,Ilona Andrews
3463,Ilse Lasch
3464,Immanuel Kant
3465,Imogen Stubbs
3466,Ina Garten
3467,Ina May Gaskin
3468,Ina Rilke
3469,India Edghill
3470,Indu Sundaresan
3471,Inga Shirer Dean
3472,Inge de Heer
3473,Ingolf Dahl
3474,Ingri d'Aulaire
3475,Ingrid Christopherson
3476,International Code Council (ICC)
3477,Ira Levin
3478,Iraj Pezeshkzad
3479,Irene Bonhorst
3480,Iris Fry
3481,Iris Menéndez
3482,Iris Murdoch
3483,Irma A. Richter
3484,Irv Novack
3485,Irvin D. Yalom
3486,Irvin Rock
3487,Irvine Welsh
3488,Irving Drutman
3489,Irving Howe
3490,Irving John
3491,Irving Penn
3492,Irving Stone
3493,Irving Townsend
3494,Isaac Asimov
