book_id,title,average_rating,isbn,ratings_count,publisher
2010,The Santaroga Barrier,3.66,0765342510,1625,Tor Books
2011,The Dosadi Experiment (ConSentiency Universe  #2),3.81,0765342537,6146,Tor Books
2015,The Eyes of Heisenberg,3.43,0765342529,1485,Tor Books
2019,The Birds (Methuen Drama),2.67,0413772780,3,Bloomsbury Methuen Drama
2022,The Frogs,3.8,1420926713,3,Digireads.com
2025,Lysistrata,3.85,0198144962,76,OUP Oxford
2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",3.75,0521834341,3,Cambridge University Press
2028,Assembly of Women (Literary Classics),3.77,1573921335,56,Prometheus Books
2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,5.0,0198145047,0,Oxford University Press  USA
2043,Aristophanes and His Theatre of the Absurd,3.86,1853991147,7,Bristol Classical Press
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,4.47,1883011086,1107,Library of America
2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,4.5,1883011078,1324,Library of America
2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),4.45,0375415025,241,Everyman's Library
2049,The High Window (Philip Marlowe  #3),4.08,0394758269,13233,Vintage Crime/Black Lizard
2051,The Simple Art of Murder,4.16,0394757653,4952,Vintage Crime/Black Lizard
2052,The Big Sleep (Philip Marlowe  #1),4.01,0394758285,103400,Vintage Crime
2054,The Long Goodbye (Philip Marlowe  #6),4.22,0394757688,26389,Vintage Crime/Black Lizard
2056,An Evening of Long Goodbyes,3.6,0812970403,983,Random House Trade Paperbacks
2057,The Long Goodbye: Memories of My Father,3.82,0452286875,214,Plume Books
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,3.97,1421501562,250,VIZ Media LLC
2059,The Long Goodbye (Philip Marlowe  #6),4.22,056352474X,10,BBC Worldwide
2067,Breaking the Spell: Religion as a Natural Phenomenon,3.89,067003472X,10135,Viking Books
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.04,068482471X,13563,Simon  Schuster
2071,Freedom Evolves,3.83,0142003840,2324,Penguin
2072,Brainstorms: Philosophical Essays on Mind and Psychology,3.95,0262540371,573,MIT Press
2074,Kinds of Minds: Towards an Understanding of Consciousness,3.82,0465073514,1555,Basic Books
2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,3.61,0387987207,21,Copernicus Books
2078,Elbow Room: The Varieties of Free Will Worth Wanting,3.92,0262540428,515,MIT Press
2081,The Mind’s I: Fantasies and Reflections on Self and Soul,4.14,0553345842,4786,Bantam Books
2093,The Illustrated A Brief History of Time,4.17,0553103741,817,Bantam Books
2094,A Briefer History of Time,4.22,0553804367,24035,Bantam
2095,The Universe in a Nutshell,4.15,055380202X,29607,Bantam
2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,4.07,0762419229,1682,Running Press Book Publishers
2099,Stephen Hawking's Universe: The Cosmos Explained,4.29,0465081983,1469,Basic Books
2100,The Future of Spacetime,3.94,039332446X,257,W. W. Norton  Company
2102,Stephen Hawking's Universe,4.02,0380707632,674,Avon
2103,The Nature of Space and Time,4.09,0691050848,989,Princeton University Press
2104,The Physics of Star Trek,3.83,0060977108,4774,ReganBooks
2107,Falconry & Hawking,4.31,0713484071,51,Batsford
2109,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,4.13,0316281336,371,Back Bay Books
2112,The Art of Nonfiction: A Guide for Writers and Readers,3.96,0452282314,429,New American Library
2113,The Journals of Ayn Rand,3.94,0452278872,317,NAL
2122,The Fountainhead,3.87,0451191153,271754,Signet Book
2123,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,4.24,0446618764,69,Grand Central Life & Style
2126,The 3-Hour Diet: On the Go,3.1,0060793198,31,William Morrow Paperbacks
2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,4.23,1400051576,1392,Broadway Books
2136,Specimen Days,3.58,0312425023,4462,Picador USA
2137,A Home at the End of the World,3.91,0312424086,14769,Picador
2140,Blink: The Power of Thinking Without Thinking,3.93,0316172324,4254,Little  Brown and Company
2142,Blink,4.17,0849945119,13334,Thomas Nelson
2144,Blink-182: Tales from Beneath Your Mom,4.39,0743422074,169,MTV Books
2151,The Complete Novels,4.55,0517147688,300,Gramercy Books
2152,The Jane Austen Book Club,3.08,0452286530,57720,G.P. Putnam's Sons
2153,Jane Austen: The Complete Novels,4.55,0517118297,267,Gramercy Books
2155,Jane Austen's Letters,4.16,0192832972,2278,Oxford University Press  USA
2156,Persuasion,4.14,0192802631,441462,Oxford University Press
2157,Tea with Jane Austen,3.79,097212179X,1442,Jones Books
2166,The Old Man and the Sea,3.77,0743564367,393,Simon  Schuster Audio
2167,Cliffs Notes on Hemingway's The Old Man and the Sea,2.83,0764586602,4,Cliffs Notes
2176,Flaubert's Parrot,3.66,0679731369,9373,Vintage
2178,Flaubert in Egypt: A Sensibility on Tour,3.62,0140435824,378,Penguin Books (Penguin Classics)
2179,A Sentimental Education,3.83,0192836226,105,Oxford University Press
2182,Three Tales,3.69,0140448004,3190,Penguin Classics
2183,Sentimental Education,3.83,0140447970,13499,Penguin Classics
2186,The Family Idiot 5: Gustave Flaubert 1821-1857,3.8,0226735192,5,University of Chicago Press
2187,Middlesex,4.0,0312422156,540349,Picador USA
2199,Team of Rivals: The Political Genius of Abraham Lincoln,4.28,0743270754,133840,Simon & Schuster
2203,John Adams,4.06,0743223136,282649,Simon & Schuster Paperbacks
2204,The John Adams Reader: Eseential Writings on an American Composer,3.5,1574671324,20,Amadeus
2205,The Letters of John and Abigail Adams,4.14,0142437115,275,Penguin Classics
2209,Passionate Sage: The Character and Legacy of John Adams,4.05,0393311333,2622,W. W. Norton  Company
2211,The Portable John Adams,4.17,0142437786,57,Penguin Books
2218,Sex For Dummies,3.65,076455302X,10,For Dummies
2219,Baby Signing For Dummies,3.64,0471773867,37,John Wiley & Sons
2222,The Feeling Good Handbook,4.0,0452281326,4797,Penguin
2226,On Death and Dying,4.16,0684842238,144,Scribner
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,4.07,0684839377,197,Scribner
2228,The Last Dance: Encountering Death and Dying,3.77,0072920963,123,McGraw-Hill Humanities/Social Sciences/Languages
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),3.62,0938497197,55,Simple Productions
2249,The Seven Habits of Highly Effective People,4.1,0671708635,2505,Free Press
2250,The 7 Habits of Highly Effective People Personal Workbook,4.24,0743250974,1874,Simon  Schuster
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,3.9,0671887173,336,Simon  Schuster
2255,Way of the Peaceful Warrior: A Book That Changes Lives,4.14,1932073205,39947,HJ Kramer
2257,Secret of the Peaceful Warrior,4.15,0915811235,156,HJ Kramer
2265,It's Not about the Bike: My Journey Back to Life,3.72,0425179613,35050,Berkley Publishing Group
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,3.67,0306814552,360,Da Capo Press
2279,Truman,4.12,0671869205,71764,Simon  Schuster
2281,The Complete Stories of Truman Capote,4.2,140009691X,3993,Vintage
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,3.89,067960085X,5658,Modern Library
2283,Murder at The Washington Tribune (Capital Crimes  #21),3.58,0345478207,585,Ballantine Books
2285,Murder at Ford's Theatre (Capital Crimes  #19),3.74,0449007383,623,Fawcett
2287,Other Voices  Other Rooms,3.8,0679745645,10635,Vintage
2289,In Cold Blood,4.07,073933364X,563,Random House Audio
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,3.96,0684868768,2769,Scribner
2299,Emergence: Labeled Autistic,4.07,0446671827,1827,Grand Central Publishing
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,4.02,0813527406,48,Rutgers University Press
2305,The Ghost Stories of Edith Wharton,3.89,0684842572,2842,Scribner
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,4.3,0940450313,446,Library of America
2307,Collected Stories  1911-1937,4.25,1883011949,55,Library of America
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,4.22,0940450534,67,Library of America
2314,The House of Mirth,3.95,0486420493,749,Dover Publications
2315,Below the Root,4.08,0689304579,41,Atheneum Books
2319,The Witches of Worm,3.69,0440802504,40,Dell Yearling
2322,The Deeper Meaning of Liff,3.93,0307236013,3986,Three Rivers Press
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),3.98,1597770078,58,Phoenix Audio
2327,The Letters of J.R.R. Tolkien,4.15,0618056998,4689,Mariner Books
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),4.38,0618083553,237,Mariner Books
2330,The Languages of Tolkien's Middle-Earth,3.98,0395291305,4685,Houghton Mifflin Company
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),4.5,0618574999,232,Mariner Books
2333,Farmer Giles of Ham,3.85,0618009361,5526,Houghton Mifflin Harcourt
2336,Tandia,4.05,0140272925,8461,Penguin Books Australia Ltd.
2338,Matthew Flinders' Cat,3.8,0670910619,2737,Viking
2343,Solomon's Song (The Potato Factory  #3),4.01,0140271570,3920,Penguin Books Australia Ltd.
2348,An Introduction to Old Norse,4.1,0198111843,104,Oxford University Press
2353,Cold Counsel: Women in Old Norse Literature and Myth,3.68,0815319665,19,Routledge
2367,Brave Companions: Portraits in History,3.98,0671792768,3460,Simon Schuster
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,4.12,0671447548,23064,Simon  Schuster
2370,John Adams,4.06,0684813637,1852,Simon & Schuster
2371,The Johnstown Flood,4.11,0844662925,14739,Peter Smith Publisher
2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,4.2,0743262131,12178,Simon  Schuster
2373,The Bone Collector (Lincoln Rhyme  #1),4.19,0451188454,140014,Signet Book
2375,The Bone Collector's Son,3.27,0761452427,117,Two Lions
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),4.19,8466305130,26,Punto de Lectura
2386,Moby Dick,3.5,9626343583,67,Naxos Audiobooks
2388,Moby-Dick,3.71,0763630187,161,Candlewick Press
2389,Moby Dick,3.5,0143058096,8858,Penguin Audio
2390,Moby-Dick,3.5,1593080182,1260,Barnes  Noble Classics
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,3.61,0415247713,50,Routledge
2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),3.82,0192781537,39,Oxford University Press  USA
2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),3.93,0919123708,23,Inner City Books
2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),3.82,019274156X,6,Oxford University Press  USA
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,3.33,0252063023,0,University of Illinois Press
2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",4.28,0700607420,16,University Press of Kansas
2423,Double Tap (Paul Madriani  #8),3.92,0515139734,2790,Jove Books
2430,The List,3.96,0515121495,12534,Jove
2442,Witches Abroad (Discworld  #12; Witches #3),4.22,0061020613,58408,HarperTorch
2443,The Innocents Abroad,3.86,0812967054,8879,Modern Library
2445,Teaching English Abroad,3.57,1854583522,38,Vacation Work Publications
2452,Theocritus: Select Poems: Select Poems,3.0,0862921473,1,Bristol Classical Press
2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),4.03,0674996232,33,Harvard University Press
2486,Death and the King's Horseman,3.76,0393977617,259,W. W. Norton & Company
2494,The Time Machine,3.89,0141439971,3094,Penguin Books Ltd
2495,The Time Machine,3.89,0743487737,372,Simon  Schuster
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,3.59,157174102X,68,Hampton Roads Publishing Company
2501,The Time Machine,3.89,0439436540,284,Scholastic Paperbacks
2504,The Complete Short Stories,4.14,1842124021,875,Orion Publishing
2506,Selected Stories,3.93,0812970756,80,Modern Library
2508,Tono-Bungay,3.42,0141441119,856,Penguin Classics
2519,The Name of the Rose (Everyman's Library (Cloth)),4.12,0307264890,1338,Everyman's Library
2520,In the Name of Jesus: Reflections on Christian Leadership,4.34,0824512596,8228,Crossroad
2521,Blood Done Sign My Name: A True Story,4.15,1400083117,2594,Broadway Books
2526,Blindness,4.11,0156007754,107455,Mariner Books
2527,The Gospel According to Jesus Christ,4.29,0156001411,799,Harcourt
2528,All the Names,3.89,0156010593,11016,Mariner Books
2529,The Tale of the Unknown Island,3.89,0156013037,3331,Mariner Books
2530,Baltasar and Blimunda,3.92,0156005204,6184,Mariner Books
2531,The Cave,3.84,0156028794,7649,Mariner Books
2535,The Stone Raft,3.8,0156004011,308,Mariner Books
2536,The Year of the Death of Ricardo Reis,4.02,1860465021,3826,Vintage Classics
2538,El hombre duplicado,3.89,8466312803,1295,Punto de Lectura
2539,Ensayo sobre la lucidez,3.8,8466314741,1744,Punto de Lectura
2541,La caverna,3.84,846630679X,842,Punto de Lectura
2542,The History of the Siege of Lisbon,3.81,0156006243,331,Mariner Books
2543,Las intermitencias de la muerte,4.0,9587043642,2862,Alfaguara
2545,The Treasured Writings of Kahlil Gibran,4.42,089009389X,1432,Castle Books
2547,The Prophet,4.23,000100039X,184293,Rupa & Co
2549,A Tear and a Smile,4.03,0394448049,2094,Alfred A.Knopf
2551,On the Road,3.63,0143036386,488,Penguin Books
2552,On the Road,3.63,0141182679,5575,Penguin Books
2557,De Kooning: An American Master,4.11,0375711163,2732,Knopf Publishing Group
2560,Willem de Kooning: Late Paintings,5.0,382960226X,1,Schirmer Mosel
2567,Aké: The Years of Childhood,3.93,0679725407,1284,Vintage
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,3.85,0143034545,3832,Penguin Books
2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,4.0,0807744689,54,Teachers College Press
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,3.89,0195137892,125,Oxford University Press  USA
2595,Marketing Warfare,4.11,0071460829,942,McGraw-Hill Education
2612,The Tipping Point: How Little Things Can Make a Big Difference,3.97,0316346624,633037,Back Bay Books
2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,3.98,0786887176,4600,Hachette Books
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,3.99,0060521996,32079,Harper Paperbacks
2619,Great Expectations,3.77,0141439564,14228,Penguin Books
2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,3.77,0393960692,573,W.W. Norton & Company
2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),3.8,0664241581,108,Westminster John Knox Press
2654,To Kill a Mockingbird,4.27,0060935464,10524,Harper Perennial Modern Classics
2655,To Kill a Mockingbird,4.27,0060888695,697,Caedmon
2661,To Kill a Mockingbird,4.27,0061205699,271,Harper
2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,4.02,0761501665,66,Prima Lifestyles
2677,A Modest Proposal and Other Satirical Works,4.05,0486287599,13562,Dover Publications
2678,Gulliver's Travels / A Modest Proposal,3.79,1416500391,2161,Simon  Schuster
2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),4.67,1556434952,3,North Atlantic Books
2686,The Bostonians,3.59,0192834428,85,Oxford University Press
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,4.28,1931082308,25,Library of America
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,4.63,193108288X,27,Library of America
2692,Complete Stories 1892–1898,4.22,1883011094,198,Library of America
2696,The Canterbury Tales,3.49,0140424385,168559,Penguin Classics
2698,The Canterbury Tales,3.49,019283360X,257,Oxford University Press
2701,The Canterbury Tales (original-spelling edition),3.49,014042234X,792,Penguin Classics
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,3.8,0812000390,73,Barrons Educational Series
2705,Oxford Guides to Chaucer: The Canterbury Tales,4.02,0198711557,84,Oxford University Press  USA
2706,Love Visions,3.61,0140444084,70,Penguin Classics
2710,Chaucer's Canterbury Tales,3.49,0671475029,36,Washington Square Press
2711,The Riverside Chaucer,4.18,0395290317,7760,Houghton Mifflin
2713,The Portable Chaucer,3.86,0140150811,70,Penguin Books
2715,Salt: A World History,3.74,0142001619,50335,Penguin Books
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,4.2,0689834195,1178,Simon  Schuster Books for Young Readers
2719,The Book of Salt,3.52,0618446885,4411,Mariner Books
2722,Cities of Salt (مدن الملح #1),4.13,039475526X,856,Vintage
2723,The Years of Rice and Salt,3.73,0553580078,9344,Bantam Books
2725,Illuminations: Essays and Reflections,4.29,0805202412,9254,Schocken
2727,Saul Steinberg: Illuminations,4.51,0300115865,39,Yale University Press
2731,Advanced Global Illumination,4.5,1568813074,17,A K PETERS
2735,Snow Falling On Cedars,3.83,074754655X,588,Bloomsbury Publishing PLC
2743,The Lost Boy (Dave Pelzer #2),4.1,1558745157,52028,Health Communications Inc
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,3.83,0805061835,1397,Owl Publishing Company
2749,Microserfs,3.88,0007179812,442,Harper Perennial
2756,New Media Language,3.0,0415283043,2,Routledge
2761,The Denial of Death,4.16,0684832402,6599,Free Press
2767,A People's History of the United States,4.08,0060838655,167321,Harper Perennial
2768,A People's History of the United States,4.08,1565848268,39,The New Press
2770,A People's History of the United States: The Civil War to the Present,4.0,1565847253,22,The New Press
2778,Graphic Design: A Concise History (World of Art),4.0,0500203474,675,Thames  Hudson
2781,Immigrant Acts: On Asian American Cultural Politics,4.0,0822318644,206,Duke University Press Books
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,3.92,039574010X,81,Mariner Books
2794,The Crying of Lot 49,3.69,006091307X,57011,Harper Perennial
2802,E=mc²: A Biography of the World's Most Famous Equation,4.09,0425181642,6368,Berkley Trade
2804,Passionate Minds,4.1,0307237206,717,Crown Publishing Group (NY)
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,3.93,094089548X,448,Cornerstone Press Chicago
2811,A House Like a Lotus (O'Keefe Family  #3),3.76,0440936853,3976,Dell
2814,The Rock That Is Higher: Story as Truth,4.12,0877887268,496,Shaw Books
2815,The Glorious Impossible,4.25,0671686909,367,Simon & Schuster Children's Publishing
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),3.98,0877880204,235,Shaw
2819,A Circle of Quiet (Crosswicks Journals #1),4.21,0062545035,5236,HarperOne
2820,The Birth of Tragedy and Other Writings,4.04,0521639875,388,Cambridge University Press
2821,The Birth of Tragedy/The Genealogy of Morals,4.01,0385092105,843,Anchor
2822,The Birth of Tragedy,3.98,1419154079,32,Kessinger Publishing
2823,The Birth of Tragedy,3.98,0140433392,10147,Penguin Classics
2826,Birth Of A Tragedy: Kashmir 1947,4.0,0907129072,9,Roxford Books
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,3.79,0195114159,3664,Oxford University Press  USA
2835,The Tragedy of Pudd'nhead Wilson,3.79,140015068X,3,Tantor Media
2836,Bridge to Terabithia,4.0,0060734019,1811,HarperTeen
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,5.0,0439271711,4,Teaching Resources
2847,Bread and Roses  Too,3.76,0618654798,2018,Clarion Books
2851,The Invisible Child,4.27,0525464824,99,Dutton Juvenile
2855,A Short History of Decay,4.25,1559704640,1771,Arcade Publishing
2860,Scholar of Decay (Ravenloft  #14),3.46,078690206X,38,TSR
2864,Girl with a Pearl Earring,3.88,0452284937,1162,Plume Books
2868,The Golden Tulip,3.94,0385415605,29,Doubleday
2871,Burning Bright,3.36,052594978X,10919,Dutton
2872,Falling Angels,3.58,0452283205,20321,Penguin Books
2873,The Virgin Blue,3.66,0452284449,26029,Penguin Books
2875,Wenn Engel fallen,3.58,3471772537,6,List
2877,Tom Hunter: Living in Hell and Other Stories,3.64,1857093313,42,National Gallery London
2879,Bleach  Volume 15,4.42,1421506130,19945,VIZ Media LLC
2880,Bleach  Volume 01,4.22,1591164419,140403,VIZ Media LLC
2881,Bleach  Volume 14,4.38,1421506122,10356,VIZ Media LLC
2882,Bleach  Volume 11,4.36,1421502712,8773,VIZ Media LLC
2883,Bleach  Volume 12,4.36,1421504030,8948,VIZ Media LLC
2885,DEATH NOTE デスノート 1,4.43,4088736214,227,集英社
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),4.39,4088736710,452,Shueisha
2887,Death Note  Vol. 3: 激走 (Death Note  #3),4.43,4088736524,400,Shueisha
2893,Love Artist (Harlequin Romance #2860),3.25,0373028601,3,Harlequin Romance
2895,Perfume: The Story of a Murderer,4.02,0307277763,1124,Vintage International
2896,Das Parfum. Die Geschichte eines Mörders,4.02,3257228007,9674,Diogenes
2898,Three Stories and a Reflection,3.57,0747534934,24,Bloomsbury Publishing PLC
2899,The Pigeon,3.68,0140105832,6254,Penguin
2900,The Story of Mr Sommer,3.84,0747566755,2061,Not Avail
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),4.22,4088732138,41,Shueisha
2907,Bleach  Tome 1: The Death and the Strawberry,4.22,2723442276,54,Glénat
2912,Escape from Fire Mountain (World of Adventure  #3),3.67,0440410258,114,Yearling
2917,How Angel Peterson Got His Name,3.93,0440229359,1177,Yearling
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),4.44,0440419670,557,Yearling
2921,Chicago Blues: The City and the Music,3.92,0306801450,25,Da Capo Press
2923,Winterdance: The Fine Madness of Running the Iditarod,4.26,0156001454,5437,Mariner Books
2928,Brian's Winter,4.01,0385321988,76,Delacorte Books for Young Readers
2932,Robinson Crusoe (Robinson Crusoe #1),3.67,0375757325,209122,Modern Library
2933,Robinson Crusoe,3.67,0141439823,1507,Penguin Classics
2934,Robinson Crusoe,3.67,0393964523,585,W.W. Norton & Company
2937,Robinson Crusoe,3.67,0689844085,204,Aladdin
2940,Robinson Crusoe,3.67,1587263882,311,Ann Arbor Media
2942,A General History of the Pyrates,3.72,0486404889,577,Dover Publications
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),3.85,0520238958,5,University of California Press
2952,Huck Finn and Tom Sawyer Among the Indians,3.57,1555176801,242,Council Press
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,4.06,1883011884,33,Library of America
2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),3.82,0142437174,1049912,Penguin Classics
2958,Adventures of Huckleberry Finn,3.82,0486443221,144,Dover Publications
2960,Adventures of Huckleberry Finn,3.82,0375757376,687,The Modern Library
2962,The Annotated Huckleberry Finn,3.82,0393020398,185,W. W. Norton  Company
2965,The Wit and Wisdom of Mark Twain,4.2,0486406644,970,Dover Publications
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,3.86,0520242459,513,University of California Press
2968,The Complete Short Stories of Mark Twain,4.28,0553211951,5710,Bantam Classics
2971,The Autobiography of Mark Twain,4.05,0060955422,2871,Harper Perennial
2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,4.39,0940450739,207,Library of America
2978,Lost Horizon,3.92,0060594527,11892,Harper Perennial
2988,Louisa May Alcott's Christmas Treasury,3.96,1589199502,715,David C Cook
2997,My Secret Garden: Women's Sexual Fantasies,3.68,0671019872,1817,Pocket Books
2998,The Secret Garden,4.13,0517189607,764134,Children's Classics
3003,The Secret Garden,4.13,0451528832,1739,Signet
3004,The Secret Garden,4.33,1402713193,1653,Sterling
3006,The Secret Garden,4.13,0142437050,517,Penguin Classics
3008,A Little Princess,4.2,0142437018,238192,Penguin Books
3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,3.8,0879237902,23,David R. Godine Publisher
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,4.3,0060277408,150,Festival
3023,Basic Economics: A Citizen's Guide to the Economy,4.32,0465081452,5899,Basic Books
3025,Basic Economics: A Common Sense Guide to the Economy,4.32,0465002609,328,Basic Books (AZ)
3040,Black Rednecks and White Liberals,4.38,1594030863,2579,Encounter Books
3041,Applied Economics: Thinking Beyond Stage One,4.14,0465081436,1546,Basic Books
3042,Knowledge And Decisions,4.39,0465037380,766,Basic Books
3047,A Conflict of Visions: Ideological Origins of Political Struggles,4.31,0465081428,1797,Basic Books
3051,Sir Gawain and the Green Knight,3.91,0744520053,65,Walker Books Ltd
3053,Alcoholics Anonymous,4.45,0916856593,22,Alcoholics Anonymous World Services Inc
3055,Alcoholics Anonymous,4.45,1893007162,495,AA World Services
3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,4.36,0960989862,213,Overeaters Anonymous  Incorporated
3061,The Natural Way to Draw,3.9,0395530075,39369,Mariner Books
3065,Natural Health  Natural Medicine,4.11,0618479031,580,Mariner Books
3066,The Fixer,3.96,0374529388,8624,Farrar  Straus and Giroux
3067,The Complete Stories,4.22,0374525757,712,Farrar  Straus and Giroux
3068,The Assistant,3.89,0374504849,8073,Farrar Straus and Giroux
3070,Conversations with Bernard Malamud (Literary Conversations),4.0,0878054901,4,University Press of Mississippi
3072,The Tenants,3.65,0374521026,662,Farrar  Straus and Giroux
3075,Enchanted April: Acting Edition,3.61,0822219751,67,Dramatists Play Service
3084,April  May und June,3.88,345833422X,0,Insel  Frankfurt
3087,A Room with a View,3.91,1420925431,128596,Digireads.com
3088,A Room with a View / Howards End,4.1,0451521412,2450,Signet
3100,E.M. Forster: Critical Guidebook,3.51,0811202100,6,New Directions
3101,The Longest Journey,3.48,0141441488,1665,Penguin Classics
3102,Howards End,3.96,0486424545,54765,Dover Publications
3103,Maurice,4.03,0393310329,21997,W. W. Norton  Company
3104,E. M. Forster: A Life,4.14,0156286513,141,Mariner Books
3105,Howards End,3.96,0141183357,368,Penguin Books
3107,The Sixteen Pleasures,3.59,0385314698,2699,Delta
3113,Revolutionary Characters: What Made the Founders Different,3.97,1594200939,3259,Penguin Press HC  The
3117,The Rescue (Kidnapped  #3),4.11,0439847796,1864,Scholastic Books
3119,Hunting the Hunter (On the Run  #6),4.21,0439651417,1928,Scholastic
3120,Public Enemies (On The Run  #5),4.19,0439651409,2050,Scholastic
3130,Runaway Bride,4.25,0380777584,8,Avon
3142,The Bridge over the Drina,4.33,1860460585,254,The Harvill Press
3144,Drina Dances in Paris,4.16,0750000333,14,Simon and Schuster
3145,Drina Ballerina,4.16,0750005947,8,Hodder
3147,Le Pont sur la Drina,4.33,225393321X,69,Livre de Poche
3152,Drina Dances in Italy,4.08,0750012633,21,Hodder
3155,Drina Goes on Tour,4.26,0750002468,112,Simon and Schuster
3156,Drina Dances in Madeira,4.09,0750002425,139,Simon and Schuster
3167,Phaedrus/Apology/Crito/Symposium,3.0,1420926845,19,Digireads.com
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,4.17,0300044887,114,Yale University Press
3231,Gorgias/Timaeus,3.74,0486427595,34,Dover Publications
